,danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,Date
125,262627.13694454444,167241.00405217134,167761.92259572045,149863.13125133122,39516.87564739811,62184.92936007857,54918.608860574175,188130.16229381555,206026.18341304507,24/05/2021
126,134204.59721036398,265470.7452009508,89001.81104175367,163739.34710793593,1717.22548624819,48662.46691047569,45045.60052608893,267791.0712811351,206339.36021986837,12/03/2021
127,161593.2905186015,214268.84046617628,173219.35401292145,120445.55363532915,0.0,216175.42011269915,155499.88126814264,131573.76271028182,209253.6216807514,01/01/2014
128,150333.4943807705,264635.9315367969,101864.03927172077,366332.0986143652,0.0,300805.7973483091,136062.3961096248,244838.03174232348,165579.76677412278,27/06/2014
129,198720.1858919902,210373.04336679124,187379.82583993196,101573.9000703467,33672.102155047345,81870.69102140522,129583.23439011884,184854.43521391982,233530.1392206383,26/10/2017
130,212718.8513606449,273262.3393997209,26806.326124137046,394084.53032757464,1717.22548624819,78559.06756435962,120018.75756608628,195787.80546750923,130415.65345655415,27/01/2017
131,248932.79029042568,165571.37672386348,183773.59362592248,142925.02332302884,2974110.4053997267,56297.59876977527,224919.471119992,183584.53634595464,214235.83129948328,02/12/2016
132,196894.27300477435,233469.55474171674,126506.62606745213,457915.1232679565,843.0956453567921,217095.31551743406,227696.254714066,204372.6278146811,157545.10540637956,06/11/2015
133,243150.73281424222,163066.93573140167,161919.82640902512,104626.66755879975,10.499902822541644,177539.8131138338,169383.79923851253,185083.93500933523,186297.67997120295,17/01/2014
134,179243.78176168792,268809.9998575666,98714.59647148584,269753.63625239616,0.0,135224.62449602885,247442.27138303648,198873.81271652825,166973.11737158202,2012
135,198415.86707745423,210651.31458817588,163939.3164488704,424612.20521210507,0.0,81502.73285951126,296807.31305546267,244663.61189780777,190772.10160811432,18/06/2013
136,185025.8392378714,138022.52580678367,159323.33921493829,76874.23584559026,0.0,120506.29802027061,43811.474484278275,160558.05687261006,180361.22143977453,26/01/1988
137,165549.43510756918,254618.16756694973,81861.47125801492,233397.95070809172,4727.5424531049575,105787.97154451236,157351.0703308586,192923.6480207251,150684.65264072054,19/11/2021
138,95556.10776429543,79585.56931600832,245007.4166198033,97133.5109962332,133447.04079880513,91897.55093301552,85771.75990584058,263191.8953810106,170206.2794973765,24/01/2017
139,204806.56218270966,237365.35184110177,155092.02675050052,105459.24051019603,3744792.9278424387,358759.20784660714,11785.90369929176,195862.77540067825,248437.51876422943,01/01/2013
140,253801.89132300124,227904.13031402385,192067.92771814426,233397.95070809172,15827.43972264898,256650.81792103435,158276.6648622166,183584.53634595464,121336.7968347291,10/12/2013
141,238585.95059620263,236530.53817694783,88448.85543560555,191769.30313827752,0.0,103028.2853303077,174937.36642666045,168305.9699658338,204578.04731674207,05/11/2013
142,193546.76604487866,121326.252523705,228971.7040415078,385758.80081361183,0.0,124185.87963921016,102123.92995983177,129750.0043360475,155513.13578508483,27/09/2013
143,161288.97170406554,117430.45542431998,150548.17416084858,94913.31645917644,0.0,98428.80830663323,107677.49714797971,183544.75638141597,181004.74662768558,04/10/2013
144,201763.37403734992,196181.21107617437,119534.57712036718,106846.8620958565,0.0,107627.76235398215,147169.5304859207,186681.25358542637,210463.8088193897,01/01/2014
145,231282.29904733927,181432.8363427882,176008.17359175542,643856.4157464601,0.0,282407.88925361127,234175.41643357193,153481.8131806354,145291.96062766673,02/05/2014
146,170418.53614014474,210373.04336679124,115808.13716589072,115172.59160981936,66.72352039940257,505942.4726041896,124646.73022287624,275049.38481080596,182792.22573921486,18/10/2013
147,94034.51369161558,215660.1965730995,118164.20887904357,151528.2771541238,0.0,93829.33128295878,86080.29141629324,129638.31443561199,189060.66803975622,30/07/2021
148,186547.43331055128,173084.69970124887,139296.72965313905,92693.12192211967,0.0,340361.29975190933,149329.25105908935,122404.48088411876,189083.56347210883,04/10/2013
149,204806.56218270966,193398.49886232792,134584.58622683334,149308.08261706703,998266.6230298214,592412.6406492692,132668.5494946455,191257.47950600932,348141.40280178626,01/01/2014
150,152159.40726798636,247939.65825371825,113067.40068324353,120168.02931819706,1055.1626481765989,89137.86471881084,70036.65287275471,192816.54811619793,196159.88745709253,01/01/2014
151,217283.6335786845,251835.4553531033,64022.64257271475,80204.5276511754,131.89533102207486,134304.72909129394,258549.40575933235,192668.13824849596,127018.13483422837,24/09/2021
152,262322.81813000847,139970.4243564762,185192.04496343288,137097.01266325483,96.72324274952156,70004.04030032514,266262.693520649,183596.77633504348,215096.86309474419,01/01/2013
153,234934.12482177094,180876.29390001894,125064.13318184834,84922.44104242101,5.844773492350767,83250.53412850756,80835.25573859796,191376.81939962535,181691.60959826407,01/01/2014
154,241629.13874156235,225677.9605429467,215556.5202053926,105459.24051019603,5.534431537004709,92909.4358782239,265954.1620101963,177551.75172380198,203125.8227503761,19/04/2013
155,165549.43510756918,202581.4491680212,128814.6146844182,138762.1585660474,49602.989196145005,392795.33782179805,86697.35443719858,267723.7513411466,239246.63806267906,1990
156,203893.60573910174,235973.99573417855,122684.01992060209,149030.55829993493,8689.574749689637,354159.7308229327,140998.9002768674,189764.20083717318,142378.51686079628,29/03/2013
157,215457.72069146868,189780.97298432756,112298.07114425483,180668.33045299374,0.0,185818.8717564478,212269.67919143278,189628.03095856003,180450.3500871472,01/01/2013
158,174678.99954364833,142474.86534893798,160212.87649439395,139594.7315174437,0.0,87022.10528792061,157968.13335176394,117655.3651176562,395884.1031150799,15/03/2013
159,148811.90030809067,241261.14894048678,75033.67159949034,197042.26516378732,0.0,539058.7071746456,126189.38777513953,248060.2088699556,128617.54432286115,17/02/2013
160,154898.27659881013,219834.26489386917,90925.13488922539,103794.09460740347,344.9968070263683,290686.94789622526,196843.1036687996,195757.20549478717,170338.74592741663,01/01/2012
161,237672.9941525947,146370.662448323,167930.21343237424,813146.2491970378,0.0,42039.219996384476,204247.85991966355,145337.6304406611,192659.33938917998,01/08/2012
162,243759.37044331417,274097.1530638748,64671.76437123646,179558.23318446532,35.48243022789935,273208.93520626234,222142.68752591804,195824.52543477569,136500.114604262,01/01/2013
163,240411.86348341845,171415.072372941,178941.2424591498,165404.49301072853,338.7899679194472,157302.1142096662,145935.40444411003,198913.5926810669,232562.80720374023,23/03/2004
164,114423.87426552574,193398.49886232792,114966.68298262185,258930.18788424446,0.0,101188.4945208379,93176.5161567045,259385.25877438724,171257.83399757167,04/11/2013
165,84296.31162646445,80976.92542293154,236833.2902680485,84922.44104242101,127.7574382841274,94749.22668769368,53993.01432921619,114931.9675453935,200465.86412740962,13/05/2013
166,231890.93667641122,240148.06405494822,88689.27091653952,156801.2391796336,0.0,114986.92559186126,297732.9075868207,162192.09541596766,151753.37871518018,26/11/2012
167,219413.86528043632,227904.13031402385,133502.7165626305,117947.83478114031,0.0,65036.60511475673,272433.3237297023,177563.9917128908,164399.83431395044,05/11/2012
168,170722.85495468072,145257.57756278443,140811.34718302303,88252.73284800616,0.0,95669.12209242856,73430.499487734,128461.74548444907,222259.8626450628,02/04/2012
169,174374.68072911236,258513.96466633477,94771.78258416882,302501.50567398337,579.3049833126424,52158.06944846827,179565.3390834504,195738.84551115395,173809.03931686323,29/10/2012
170,186243.1144960153,233747.82596310138,75610.66875373185,141259.87742023627,0.0,106707.86694924725,135136.8015782668,197434.08399995565,174055.98290866645,14/09/2012
171,168288.30443839292,187554.80321325042,145619.65680170234,124885.94270944266,0.0,147183.26475758242,113848.127357033,140695.6145787257,184144.69163604442,31/08/2010
172,221239.77816765217,261018.40565879655,69047.3261242346,799270.033340433,0.0,83802.47137134848,233558.3534126666,202077.62986052714,179478.1119061736,01/01/2012
173,128118.2209196445,242930.77626879467,104412.4433696208,156523.71486250148,0.0,113147.13478239148,194066.3200747256,129722.46436059765,165610.02145258873,27/10/2014
174,200241.77996467007,188389.61687740433,159347.3807630317,109067.05663291327,0.0,338521.50894243957,76515.81459226065,191112.1296355796,205753.89130685144,01/01/2012
