,Date,Value
128,2009-01-01,195981.31656116643
129,2013-01-01,174983.3183581843
130,2008-04-11,297928.1194307173
131,2013-01-01,213631.80780425284
132,2011-01-01,189286.30264137502
133,2009-09-18,224282.9663130119
134,2009-11-24,212414.53254610894
135,2010-01-01,99816.57116779906
136,2010-08-30,137552.10417025967
137,2010-08-30,211501.576102501
138,2009-10-19,263235.7745736164
139,2010-05-10,180156.73820529584
140,2012-10-24,185025.8392378714
141,2009-09-18,189894.94027044697
142,2013-11-25,170722.85495468072
143,2012-10-24,73645.1531177054
144,2009-09-18,186243.1144960153
145,2010-11-09,111380.686120166
146,2010-02-26,188677.6650123031
147,2010-04-26,229760.7049746594
148,2008-01-01,230369.34260373135
149,2009-09-18,221848.41579672412
150,2009-01-01,177722.18768900805
151,2008-07-07,196285.6353757024
152,2010-11-19,228543.4297165155
153,2008-04-25,225804.56038569176
154,2013-01-01,119597.29411263729
155,2010-02-26,162201.92814767346
156,2010-02-26,152768.0448970583
157,2010-08-03,231890.93667641122
158,2010-12-21,213631.80780425284
159,2009-01-01,198720.1858919902
160,2008-04-03,128726.85854871645
161,2011-04-02,220022.50290950827
162,2010-11-19,236151.40007991483
163,2011-11-15,106511.58508759044
164,2010-01-03,221544.09698218814
165,2008-01-01,188677.6650123031
166,2008-01-01,155811.23304241803
167,2012-09-12,262931.4557590804
168,2008-01-01,104381.35338583865
169,2008-01-01,222761.372240332
170,2011-01-01,119292.97529810132
171,2010-01-03,50212.6043984355
172,2010-01-03,171940.13021282456
173,2010-01-03,191720.85315766282
174,2011-01-28,228239.11090197955
175,2008-01-06,180765.3758343678
176,2008-01-01,125987.9892178927
177,2010-01-03,189590.621455911
178,2011-11-13,141812.56757376328
179,2010-01-03,168288.30443839292
180,2010-01-01,233412.5307490911
181,2010-01-03,191112.21552859087
182,2010-08-07,167983.98562385695
183,2009-11-18,242846.41399970624
184,2013-07-16,152768.0448970583
185,2010-07-19,131161.40906500423
186,2010-01-01,83079.03636832057
187,2011-08-08,115641.14952366964
188,2009-03-11,153376.68252613026
189,2008-09-30,147290.3062354108
190,2010-01-12,159767.3776313857
191,2011-12-12,188373.34619776712
192,2008-01-01,171027.1737692167
193,2008-11-02,147290.3062354108
194,2008-11-02,167375.347994785
195,2008-11-02,187764.70856869518
196,2012-12-14,244976.64570145807
197,2013-09-24,143334.16164644316
198,2010-10-26,151855.0884534504
199,2010-05-14,217283.6335786845
200,2012-03-13,66950.139197914
201,2010-01-01,210892.9384734291
202,2012-03-13,177417.86887447207
203,2011-09-20,86122.22451368027
204,2012-04-18,160071.69644592167
205,2010-01-01,181678.3322779757
206,2013-11-25,99512.25235326309
207,2011-04-30,238890.2694107386
208,2008-01-01,214849.08306239673
